video_id,comment,likes,published_at,group_comeback,label,source
5OflOlcHLb8,🙏🏻😔😔,3,2024-11-27T10:55:10Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,san this era is INSANE,6,2024-11-28T16:14:50Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,"New fans here 🙋

 :Hongjoong stan😭💋",4,2024-11-27T12:16:35Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,Atiny tak akan pernah berhenti untuk streaming!! Atiny sentiasa ada disini!!Fighting sayang-sayang Atiny!!!,3,2024-11-27T09:30:09Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,"111k. Happy 31million!🎊
Have a beautiful Wednesday, Atiny. Jensetter here!💙
Mantra x Ice On My Teeth",5,2024-11-27T12:29:21Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,So amazing,4,2024-11-27T20:15:46Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,This mv is so beautiful and well produced,2,2024-11-28T20:29:15Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,love u guys,5,2024-11-28T04:41:03Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,"""Ice On My Teeth, Ice On My Teeth for my white tee"" we say in unison☝",5,2024-11-27T08:59:04Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Keep streaming ATINY !!! GO GO to 100Milions,8,2024-11-28T03:27:41Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,I think it would make sense if they actually had ice in their teeth like a diamond grill,4,2024-11-28T23:20:21Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Love Ateez so much!!!,6,2024-11-28T13:07:57Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,obsessed,5,2024-11-27T13:03:29Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,let's go for 40M,5,2024-11-28T06:41:22Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Please atiny vote on mubeat,2,2024-11-27T16:43:22Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,kq know what are the best group they have,3,2024-11-28T17:10:04Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,ang angas.. nag elevate sila ng todo.. KUDOS TO all MV team 🤟🤟🤟,2,2024-11-27T12:25:57Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,"People keep searching for lucinta luna in the comments. 🤭
Someone did a pirate work by making an edit of her and this mv, lured everyone here.
P.S. Indonesian atiny, my respects to you. 😸",5,2024-11-27T12:24:36Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,My ateez,0,2024-11-27T16:37:15Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Ice no my …..,5,2024-11-28T06:07:20Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,"I mentioned it when the mv came out but I repeat it because even today I can't get over this part 
0:24 *-Yunho hits differently literally-* , I love how he does that movement simulating playing tennis and how he moves, I don't know, I simply LOVE IT!!!.",13,2024-11-28T16:51:25Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,Whoever convinced ateez to sing abt money n dime did a great job,1,2024-11-28T09:05:11Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,Nice song love it,4,2024-11-27T12:48:28Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,This song deserves more likes please. This is a fucking GREAT SONG,8,2024-11-28T17:38:58Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,so close to 32M !!,6,2024-11-28T16:52:10Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,31M !,6,2024-11-28T16:52:02Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Join stationhead for streeming party Atinys🥰,4,2024-11-28T11:17:16Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,first KATSEYE and now ATEEZ?? what did the chandeliers do to y'all?,1,2024-11-28T00:16:46Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,😑😑😑😑😑,2,2024-11-27T23:20:44Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,Buenos días y qué vivan los hombres (Ateez),3,2024-11-27T15:33:29Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,ICE ON MY TEETH,6,2024-11-28T14:57:55Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,803,5,2024-11-28T12:55:38Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,OMG.I really love this song 😭🙏🏻,9,2024-11-27T20:09:55Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,"When Mingi says chocolate, why do I think of the song ""Work"" while dressing like Willy Wonka? 😂❤",4,2024-11-27T19:25:59Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Ateez are going to perform on Saturday at Melon music awards ! Let’s support them,6,2024-11-28T20:28:37Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,So good,8,2024-11-28T16:55:47Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,tak akan pernah bosan layan album ateez!!!! mereka di peringkat yang berbeza!,5,2024-11-28T23:39:30Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,😍,2,2024-11-28T22:44:19Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,Yeah ok let's go~💃,5,2024-11-28T03:54:40Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,hit that booty and shake it is a violation,3,2024-11-28T07:38:52Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,"ateez ku saya sangat bangga dengan kalian, kalianlah terbaik!!!!",2,2024-11-27T14:10:48Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,hi boss dito n nmn em,2,2024-11-27T14:36:59Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Gracias ATEEZ por:,3,2024-11-27T13:47:35Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,"753k
Have a wonderful Thursday, Atiny. Jensetter here!💙
Mantra x Ice On My Teeth",4,2024-11-28T11:22:36Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Wow. Love this song and the violin sounds sooo cool❤,6,2024-11-28T17:11:13Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,Wish everyone a great day :),5,2024-11-28T07:36:08Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,Vamos sempre vendo e escutando esse mv incrível ❤🎉,4,2024-11-28T21:23:00Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Ice on my teeth ❤,3,2024-11-27T11:45:20Z,ATEEZ_IceOnMyTeeth,neutral,youtube
5OflOlcHLb8,Hello atiny! Midzy here to support!! Let's get 32M!!! Ice on my teeth x gold!!,6,2024-11-27T08:54:44Z,ATEEZ_IceOnMyTeeth,positive,youtube
5OflOlcHLb8,Thank you for 500k likes!,9,2024-11-27T09:05:29Z,ATEEZ_IceOnMyTeeth,neutral,youtube
g36q0ZLvygQ,yessss,0,2025-01-26T05:07:15Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,Rebels in our HEART,1,2025-01-26T14:26:35Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,5th win cmon❤❤❤,6,2025-01-26T20:54:40Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,"I've said it before and i'll say it again. IVE will always outdone themselves, and i believe IVE EMPATHY will be their best album. I genuinely think that Rebel Heart is one of the best song i've ever heard from K-pop. What an icon for a soul that never gives up and will always be the ""rebels"" to reach what they have dreamed for all this time.

""So rather than expecting eternity, i want to understand you now."" 
Shockingly, the last time i was this touched was when i watched Either Way for the first time. You did it, IVE.",0,2025-01-26T07:23:34Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,VMS DAR STREAM DIVES!!!!,0,2025-01-26T20:42:23Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,REBEL HEART DESERVES AWARDS,1,2025-01-26T07:41:35Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,1:07 STRAY KIDS??? God.. I understand :D,4,2025-01-26T20:08:03Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,Ive’s discography never disappoints me,126,2025-01-26T07:42:36Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,Happy 17.4m,0,2025-01-26T09:58:48Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,REBEL HEART / 250126 / 6PM / WONJIN,0,2025-01-26T11:08:41Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,"Im not exaggerating when I say that Ive is the only consistent group that has amazing bridges, vocals, and tunes. I’m not even a dive or a hardcore listener, but every song I’ve listened to really doesn’t disappoint. Ive even been disappointed by songs produced by my favorite groups and idols, but never Ive. Personally I think it’s because their songs are never made for the sole purpose of being a TikTok audio",1,2025-01-26T05:14:20Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,VAMOS DAR MTO STREAM!!!,1,2025-01-26T20:36:03Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,BEST SONG OF THE YEAR,2,2025-01-26T13:00:34Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,"Next goal: 20M
Fighting dives !!!",8,2025-01-26T08:47:03Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,"Come on everyone DIVE, let's increase the number of views of 'REBEL HEART' to 20M!!! Come on!!!",1,2025-01-26T04:49:40Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,"Great IVE !!!
Go IVE !!!❤❤❤❤❤❤",1,2025-01-26T10:52:31Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,leeseo looks so cute in pink hair!,0,2025-01-26T10:22:59Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,Daquia a pouco vai lançar música nova ebaaaa,2,2025-01-26T20:00:46Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,q sifue sofu nambre,2,2025-01-26T04:35:57Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,4th win today omg!! let's str3am more for next week,6,2025-01-26T08:15:42Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,❤,1,2025-01-26T12:16:02Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,This song is so catchy!,2,2025-01-26T09:34:23Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,Keep streaming,0,2025-01-26T05:03:20Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,Go 18M views!!!,2,2025-01-26T08:31:55Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,REBEL HEART / 250126 / 6PM / WONJIN,1,2025-01-26T11:11:16Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,Ela nunca decepcionam,1,2025-01-26T20:36:27Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,"rebel heart is my fav song of 2025, ive will always release great music!!",1,2025-01-26T10:22:42Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,REBEL HEART / 250126 / 7PM / WONJIN,2,2025-01-26T12:52:28Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,wonderful song,1,2025-01-26T12:47:46Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,REBEL HEART / 250126 / 8PM / WONJIN,2,2025-01-26T13:32:53Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,Rebel heart deserves a lot of awards fr,1,2025-01-26T07:41:49Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,I'll watch this song everytime when someone likes this comment,2,2025-01-26T15:18:33Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,Yang paling awal pake jaket merah namanya siapa?,0,2025-01-26T11:44:32Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,Let's goo 20M!!!,13,2025-01-26T17:34:05Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,"2:38 ""we are rebels,we are one""",3,2025-01-26T20:37:45Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,❤,1,2025-01-26T11:07:03Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,"Good song, I love it",1,2025-01-26T09:49:44Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,17 484,0,2025-01-26T11:42:47Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,Im seriously obsessed with this song.,3,2025-01-26T13:38:51Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,Fantastic 💘💘💗,0,2025-01-26T10:34:45Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,This is just a pre-release! WHAT ABOUT THE TITLE TRACK?! HOW COOL IS IT?,6,2025-01-26T13:02:59Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,RebelHeart4thWin🎉🎊,1,2025-01-26T09:20:09Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,Wony fianly got the recognition she deserved,1,2025-01-26T10:35:43Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,🎉 congrats for winnning ingkigayo today 4th win ...❤,1,2025-01-26T14:10:09Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,Can we get 10 win for rebel heart?,2,2025-01-26T11:54:25Z,IVE_RebelHeart,neutral,youtube
g36q0ZLvygQ,"tones and rhythms remind me of ""I AM."" I love it ❤",1,2025-01-26T11:54:44Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,Congratulations IVE!!! Rebel Heart 4th win 🏆🎉,6,2025-01-26T10:21:36Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,Wonyoung❤,1,2025-01-26T16:00:03Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,"This is the best song for me, the mv quality, the melody ack ate",2,2025-01-26T09:33:14Z,IVE_RebelHeart,positive,youtube
g36q0ZLvygQ,REBEL HEART / 250126 / 11PM / awarmmoon,0,2025-01-26T14:19:40Z,IVE_RebelHeart,neutral,youtube
B1qq8IvzSz4,best song of the year!,2,2024-11-23T12:43:56Z,NCTDREAM_WhenImWithYou,positive,youtube
B1qq8IvzSz4,Renjunnn ily 3000❤,2,2024-11-23T02:00:12Z,NCTDREAM_WhenImWithYou,positive,youtube
B1qq8IvzSz4,Guys we need to make them win tomorrow at music bank! Chenle’s birthday and jaemin is a special mc!!,23,2024-11-21T17:17:25Z,NCTDREAM_WhenImWithYou,neutral,youtube
B1qq8IvzSz4,888,0,2024-11-24T07:51:08Z,NCTDREAM_WhenImWithYou,neutral,youtube
B1qq8IvzSz4,Happy birthday tuan muda chenle,3,2024-11-22T01:05:02Z,NCTDREAM_WhenImWithYou,neutral,youtube
B1qq8IvzSz4,886,0,2024-11-24T07:07:48Z,NCTDREAM_WhenImWithYou,neutral,youtube
B1qq8IvzSz4,"Precious memories happening today...
Jaemin MC, Chenle BD, WIWY 2nd Win & MAMA fan choice!!!
Take care of your health too, my Dreamies!!!!",33,2024-11-22T15:26:38Z,NCTDREAM_WhenImWithYou,neutral,youtube
B1qq8IvzSz4,lets c0mment on amazing saturday dream song and tell everyone esp knets that all dreams songs are so amazing,5,2024-11-23T15:28:25Z,NCTDREAM_WhenImWithYou,neutral,youtube
B1qq8IvzSz4,where are you guys 😭,3,2024-11-21T23:13:24Z,NCTDREAM_WhenImWithYou,neutral,youtube
B1qq8IvzSz4,sumpah berasa balik kpop era 2019 kebawah 😭❤,0,2024-11-21T15:51:58Z,NCTDREAM_WhenImWithYou,positive,youtube
B1qq8IvzSz4,3rd win 🎉,5,2024-11-23T08:22:16Z,NCTDREAM_WhenImWithYou,neutral,youtube
B1qq8IvzSz4,"Renjun 
🕺",2,2024-11-24T22:17:58Z,NCTDREAM_WhenImWithYou,positive,youtube
B1qq8IvzSz4,Haven't these guys been a group for almost 10 years? At this point I'd expect something with more personality or at least a more mature concept,0,2024-11-22T04:35:28Z,NCTDREAM_WhenImWithYou,negative,youtube
B1qq8IvzSz4,"Sedih ,, Mian dreams ..",1,2024-11-24T06:59:12Z,NCTDREAM_WhenImWithYou,positive,youtube
B1qq8IvzSz4,suka banget,1,2024-11-22T14:41:27Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,happy chenle dayyy,6,2024-11-21T22:55:08Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Is there anyone? Keep your spirits up!!,3,2024-11-23T23:15:48Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Smngt,4,2024-11-22T08:02:57Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,"10,837",0,2024-11-23T11:15:35Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,happy birthday chenle....,2,2024-11-22T01:09:09Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Bismillah 11M hari enih,5,2024-11-23T02:10:13Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,11M KHAJJA!!!,2,2024-11-23T01:52:28Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,907,0,2024-11-24T14:00:48Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Happy lele dayy,2,2024-11-21T15:45:45Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,HBD Chenle!!!! 0:39,4,2024-11-22T03:58:55Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Pagii,3,2024-11-21T22:54:46Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,yahh kita gagal di inkigayo guyss but its okeyy keep streamm,6,2024-11-24T06:56:15Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,"TDS4 IN LIMA PLEASE
NCT DREAM COME BACK TO PERU",1,2024-11-22T00:46:14Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Congrats 7 Dream🎉🎉,3,2024-11-23T09:30:04Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,🎉,0,2024-11-21T16:35:24Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Im not myself when im with you,2,2024-11-23T12:47:12Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Woy. Ayokkk streaming,4,2024-11-22T15:04:26Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,2nd win! Congrats Dreamies:)),4,2024-11-22T09:37:00Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Renjun,1,2024-11-22T10:08:11Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Sepi banget pada kemana nih?,0,2024-11-21T23:55:06Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Fighting!!,3,2024-11-23T14:08:06Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,11 M today,5,2024-11-24T23:17:26Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,happy 23rd birthday chenle,4,2024-11-22T13:00:34Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,"congrats dreamies, hwaiting dreamzen!",2,2024-11-23T09:38:48Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,"Cuando la canción es tan buena, que da gusto escucharla en repetición ┌⁠(⁠・⁠。⁠・⁠)⁠┘⁠♪",3,2024-11-24T07:19:54Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,streaming terus guys,0,2024-11-21T16:36:31Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,yuk terus streaming yukkk bisalah 100+++,2,2024-11-22T17:37:17Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,WHEN I'M WITH YOUUUU,2,2024-11-23T09:51:29Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,"Yuk bisa yuk sedikit lagii
Semangat semuanya!!!",6,2024-11-24T08:40:16Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Let's stream,0,2024-11-24T04:21:33Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,754,3,2024-11-22T07:44:20Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,Fighting for 11M ~~✓,2,2024-11-24T13:33:08Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,lesgoo,4,2024-11-24T08:16:11Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,724,0,2024-11-21T23:37:20Z,NCTDREAM_WhenImWithYou,,youtube
B1qq8IvzSz4,A mysterious sensation ~~,2,2024-11-24T23:55:56Z,NCTDREAM_WhenImWithYou,,youtube
0P0aQreFs8w,"61,863M",3,2024-08-01T15:36:11Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,tam o sırada kral ilk kez gercek korkuyu hissetti,1,2024-08-01T23:20:50Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,yasemij nerelerdesin😡😡😡 özledim seni nasilsin 🫂🤏🏻,0,2024-08-01T21:47:28Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Neden.kimse.yok.,2,2024-08-01T22:43:49Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Once elektrik sonra internet gittigi icin ugrayamadim buralara nasilsiniz bakem,1,2024-08-01T22:41:52Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,@itemiatethem nerdesın ıkı gozum❤❤❤😘😘🥰🥰😍😍,0,2024-08-01T22:06:55Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Good evening 😂😂,0,2024-08-01T18:46:52Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,ofsenaof,0,2024-08-01T20:47:42Z,StrayKids_ChkChkBoom,,youtube
